-3.00000000e+00, -2.68421053e+00, 1.90801071e-04
-3.00000000e+00, -2.36842105e+00, 4.32013533e-04
-3.00000000e+00, -2.05263158e+00, 7.18178305e-04
-3.00000000e+00, -1.42105263e+00, -1.12291373e-03
-3.00000000e+00, -1.10526316e+00, -6.14435184e-03
-3.00000000e+00, -7.89473684e-01, -1.52787596e-02
-3.00000000e+00, -1.57894737e-01, -3.48181462e-02
-3.00000000e+00, 1.57894737e-01, -3.61827794e-02
-3.00000000e+00, 4.73684211e-01, -3.02114932e-02
-3.00000000e+00, 1.10526316e+00, -1.07323494e-02
-3.00000000e+00, 1.42105263e+00, -4.16882252e-03
-3.00000000e+00, 1.73684211e+00, -9.35875514e-04
-3.00000000e+00, 2.36842105e+00, 1.95260585e-04
-3.00000000e+00, 2.68421053e+00, 9.90150795e-05
-3.00000000e+00, 3.00000000e+00, 3.22353596e-05
-2.68421053e+00, -2.68421053e+00, 8.86197293e-04
-2.68421053e+00, -2.36842105e+00, 2.03896071e-03
-2.68421053e+00, -2.05263158e+00, 3.62714039e-03
-2.68421053e+00, -1.42105263e+00, -1.51338280e-03
-2.68421053e+00, -1.10526316e+00, -2.06271603e-02
-2.68421053e+00, -7.89473684e-01, -5.76569553e-02
-2.68421053e+00, -1.57894737e-01, -1.40418731e-01
-2.68421053e+00, 1.57894737e-01, -1.47387178e-01
-2.68421053e+00, 4.73684211e-01, -1.23632412e-01
-2.68421053e+00, 1.10526316e+00, -4.29608178e-02
-2.68421053e+00, 1.42105263e+00, -1.53344278e-02
-2.68421053e+00, 1.73684211e+00, -2.03041906e-03
-2.68421053e+00, 2.36842105e+00, 1.44509684e-03
-2.68421053e+00, 2.68421053e+00, 6.50729374e-04
-2.68421053e+00, 3.00000000e+00, 2.03130592e-04
-2.36842105e+00, -2.68421053e+00, 3.13159305e-03
-2.36842105e+00, -2.36842105e+00, 7.26107541e-03
-2.36842105e+00, -2.05263158e+00, 1.37191552e-02
-2.36842105e+00, -1.42105263e+00, 7.15856954e-03
-2.36842105e+00, -1.10526316e+00, -4.79319674e-02
-2.36842105e+00, -7.89473684e-01, -1.65859045e-01
-2.36842105e+00, -1.57894737e-01, -4.46393175e-01
-2.36842105e+00, 1.57894737e-01, -4.75116108e-01
-2.36842105e+00, 4.73684211e-01, -4.01027442e-01
-2.36842105e+00, 1.10526316e+00, -1.34147342e-01
-2.36842105e+00, 1.42105263e+00, -4.05652726e-02
-2.36842105e+00, 1.73684211e+00, 2.93000197e-03
-2.36842105e+00, 2.36842105e+00, 8.09490780e-03
-2.36842105e+00, 2.68421053e+00, 3.40535414e-03
-2.36842105e+00, 3.00000000e+00, 1.03431305e-03
-2.05263158e+00, -2.68421053e+00, 7.94761651e-03
-2.05263158e+00, -2.36842105e+00, 1.83278572e-02
-2.05263158e+00, -2.05263158e+00, 3.71446807e-02
-2.05263158e+00, -1.42105263e+00, 5.62316788e-02
-2.05263158e+00, -1.10526316e+00, -5.45746030e-02
-2.05263158e+00, -7.89473684e-01, -3.41220709e-01
-2.05263158e+00, -1.57894737e-01, -1.09279523e+00
-2.05263158e+00, 1.57894737e-01, -1.18808138e+00
-2.05263158e+00, 4.73684211e-01, -1.01196905e+00
-2.05263158e+00, 1.10526316e+00, -3.14889261e-01
-2.05263158e+00, 1.42105263e+00, -6.14141994e-02
-2.05263158e+00, 1.73684211e+00, 4.96735876e-02
-2.05263158e+00, 2.36842105e+00, 3.55327740e-02
-2.05263158e+00, 2.68421053e+00, 1.43306293e-02
-2.05263158e+00, 3.00000000e+00, 4.27359065e-03
-1.73684211e+00, -2.68421053e+00, 1.18978746e-02
-1.73684211e+00, -2.36842105e+00, 2.59885428e-02
-1.73684211e+00, -2.05263158e+00, 6.09984622e-02
-1.73684211e+00, -1.42105263e+00, 2.01240643e-01
-1.73684211e+00, -1.10526316e+00, 8.69717649e-02
-1.73684211e+00, -7.89473684e-01, -4.16165183e-01
-1.73684211e+00, -1.57894737e-01, -1.98399460e+00
-1.73684211e+00, 1.57894737e-01, -2.23742500e+00
-1.73684211e+00, 4.73684211e-01, -1.93400765e+00
-1.73684211e+00, 1.10526316e+00, -5.12018339e-01
-1.73684211e+00, 1.42105263e+00, 3.61119258e-02
-1.73684211e+00, 1.73684211e+00, 2.52798501e-01
-1.73684211e+00, 2.36842105e+00, 1.24204525e-01
-1.73684211e+00, 2.68421053e+00, 4.87648832e-02
-1.73684211e+00, 3.00000000e+00, 1.43649354e-02
-1.42105263e+00, -2.68421053e+00, -3.31628385e-03
-1.42105263e+00, -2.36842105e+00, -1.71435778e-02
-1.42105263e+00, -2.05263158e+00, 1.20298837e-04
-1.42105263e+00, -1.42105263e+00, 4.41307162e-01
-1.42105263e+00, -1.10526316e+00, 5.69207719e-01
-1.42105263e+00, -7.89473684e-01, 2.48347592e-02
-1.42105263e+00, -1.57894737e-01, -2.47123122e+00
-1.42105263e+00, 1.57894737e-01, -3.00877582e+00
-1.42105263e+00, 4.73684211e-01, -2.67382069e+00
-1.42105263e+00, 1.10526316e+00, -4.20764229e-01
-1.42105263e+00, 1.42105263e+00, 5.35070142e-01
-1.42105263e+00, 1.73684211e+00, 8.46871038e-01
-1.42105263e+00, 2.36842105e+00, 3.48797336e-01
-1.42105263e+00, 2.68421053e+00, 1.34646238e-01
-1.42105263e+00, 3.00000000e+00, 3.93480319e-02
-1.10526316e+00, -2.68421053e+00, -7.80603942e-02
-1.10526316e+00, -2.36842105e+00, -2.15583389e-01
-1.10526316e+00, -2.05263158e+00, -3.49281263e-01
-1.10526316e+00, -1.42105263e+00, 5.29680830e-01
-1.10526316e+00, -1.10526316e+00, 1.36479905e+00
-1.10526316e+00, -7.89473684e-01, 1.30327340e+00
-1.10526316e+00, -1.57894737e-01, -1.63959330e+00
-1.10526316e+00, 1.57894737e-01, -2.54204873e+00
-1.10526316e+00, 4.73684211e-01, -2.41983120e+00
-1.10526316e+00, 1.10526316e+00, 4.01439126e-01
-1.10526316e+00, 1.42105263e+00, 1.79289580e+00
-1.10526316e+00, 1.73684211e+00, 2.10427359e+00
-1.10526316e+00, 2.36842105e+00, 7.91317338e-01
-1.10526316e+00, 2.68421053e+00, 3.02400238e-01
-1.10526316e+00, 3.00000000e+00, 8.79422333e-02
-7.89473684e-01, -2.68421053e+00, -2.54611186e-01
-7.89473684e-01, -2.36842105e+00, -6.79657023e-01
-7.89473684e-01, -2.05263158e+00, -1.22142793e+00
-7.89473684e-01, -1.42105263e+00, -9.03780217e-02
-7.89473684e-01, -1.10526316e+00, 1.86529451e+00
-7.89473684e-01, -7.89473684e-01, 2.91427429e+00
-7.89473684e-01, -1.57894737e-01, 4.75471153e-01
-7.89473684e-01, 1.57894737e-01, -7.10336282e-01
-7.89473684e-01, 4.73684211e-01, -9.97136386e-01
-7.89473684e-01, 1.10526316e+00, 2.04593501e+00
-7.89473684e-01, 1.42105263e+00, 3.85888843e+00
-7.89473684e-01, 1.73684211e+00, 4.04923922e+00
-7.89473684e-01, 2.36842105e+00, 1.45609981e+00
-7.89473684e-01, 2.68421053e+00, 5.53466776e-01
-7.89473684e-01, 3.00000000e+00, 1.60535569e-01
-4.73684211e-01, -2.68421053e+00, -5.22147173e-01
-4.73684211e-01, -2.36842105e+00, -1.38226714e+00
-4.73684211e-01, -2.05263158e+00, -2.59434241e+00
-4.73684211e-01, -1.42105263e+00, -1.83178162e+00
-4.73684211e-01, -1.10526316e+00, 1.16213113e+00
-4.73684211e-01, -7.89473684e-01, 3.48122691e+00
-4.73684211e-01, -1.57894737e-01, 2.22436749e+00
-4.73684211e-01, 1.57894737e-01, 1.02643993e+00
-4.73684211e-01, 4.73684211e-01, 4.69979058e-01
-4.73684211e-01, 1.10526316e+00, 3.84481359e+00
-4.73684211e-01, 1.42105263e+00, 6.11506948e+00
-4.73684211e-01, 1.73684211e+00, 6.16980304e+00
-4.73684211e-01, 2.36842105e+00, 2.18006868e+00
-4.73684211e-01, 2.68421053e+00, 8.26838102e-01
-4.73684211e-01, 3.00000000e+00, 2.39571007e-01
-1.57894737e-01, -2.68421053e+00, -7.79569407e-01
-1.57894737e-01, -2.36842105e+00, -2.05925702e+00
-1.57894737e-01, -2.05263158e+00, -3.96215096e+00
-1.57894737e-01, -1.42105263e+00, -4.20283322e+00
-1.57894737e-01, -1.10526316e+00, -8.31007937e-01
-1.57894737e-01, -7.89473684e-01, 2.20575768e+00
-1.57894737e-01, -1.57894737e-01, 2.03250152e+00
-1.57894737e-01, 1.57894737e-01, 1.13044391e+00
-1.57894737e-01, 4.73684211e-01, 7.17379129e-01
-1.57894737e-01, 1.10526316e+00, 4.81979617e+00
-1.57894737e-01, 1.42105263e+00, 7.52781237e+00
-1.57894737e-01, 1.73684211e+00, 7.55607218e+00
-1.57894737e-01, 2.36842105e+00, 2.66316770e+00
